id,isbn,title,author,dept_course,descript_raw,toc_raw,descript_url,toc_url
32,97802612,LEE KUAN YEW,ALLISON,"[""['GOVT 322']"", ""['LING 485', 'LING 785']"", ""['CS 689']"", ""['ARTH 315', 'HIST 388']"", ""['CS 583']"", ""['COMM 634']"", ""['ECON 360', 'ECON 385']"", ""['CSS 610', 'ECON 895', 'OR 649']"", ""['NEUR 461', 'NEUR 612', 'PHIL 694']"", ""['CULT 804']"", ""['SOCI 712']"", ""['BENG 699', 'NEUR 734']"", ""['AVT 472']"", ""['ECON 826']"", ""['ECON 871']"", ""['AVT 217', 'AVT 415']"", ""['ECON 370']"", ""['ECON 846']"", ""['BIOD 725', 'GOVT 739', 'PUAD 738']"", ""['GOVT 327', 'GOVT 731']""]",,,,
33,97811112,SNIFFY VIRTUAL RAT:PRO VERSION 3.0-W/CD,ALLOWAY,"[""['PSYC 304']"", ""['SOCI 860']"", ""['AE 033']"", ""['NUTR 421']"", ""['GOVT 540']"", ""['EDCI 510']"", ""['IT 194', 'IT 214']"", ""['ECED 405', 'ECED 505']"", ""['MATH 556']"", ""['HAP 202']"", ""['SOCI 120']"", ""['ECE 728']"", ""['GOVT 444']"", ""['HIST 615']"", ""['AE 065']"", ""['ECON 103']"", ""['HIST 387']"", ""['GOVT 741']"", ""['AE 052']"", ""['ECON 360']"", ""['ECON 460', 'GOVT 469', 'PHIL 460']"", ""['ECE 460']"", ""['PSYC 379']"", ""['GAME 101']"", ""['SYST 500']"", ""['FREN 310']"", ""['ACCT 701', 'MBA 701']"", ""['ACCT 701']"", ""['CHEM 315', 'CHEM 318']"", ""['BENG 101']"", ""['HNRS 230']"", ""['CEIE 412', 'CEIE 512']"", ""['GOVT 745']"", ""['SOCI 660', 'SOCI 860']"", ""['PROV 105']"", ""['ECON 637']"", ""['COMM 355']""]",,,,
34,97808912,WHEN YOU HAVE VISUALLY IMPAIRED STD PKG,AM F BLIND,"[""['EDSE 411', 'EDSE 511']"", ""['EDCD 656']"", ""['CHIN 481']"", ""['EDUC 881']"", ""['PHED 129', 'PHED 130']"", ""['EDSE 418', 'EDSE 518']"", ""['RUSS 311']"", ""['ARAB 325', 'HIST 282']"", ""['GOVT 444']"", ""['CHIN 110', 'CHIN 210']"", ""['CHIN 250']"", ""['PHED 150', 'PHED 159']"", ""['EDSE 790']"", ""['EDCI 776']"", ""['EDCD 606']"", ""['CHIN 110']""]",,,,
35,97816112,ACSM'S GUIDELINES F/EXER..(SP),AM.COLL.SPORT,"[""['RHBS 390']"", ""['KINE 370']"", ""['KINE 330']"", ""['CONF 340']"", ""['ECON 360', 'GLOA 450', 'GLOA 599']"", ""['HIST 691']"", ""['CONF 330']"", ""['GCH 645']"", ""['NCLC 475']"", ""['GGS 579']"", ""['GOVT 133']"", ""['STAT 362', 'STAT 655']"", ""['GOVT 467']"", ""['GOVT 304']"", ""['FREN 309']"", ""['BIOL 322']"", ""['PUAD 651']"", ""['COMM 385']"", ""['EDRD 301']"", ""['CRIM 320']"", ""['SOCW 664']"", ""['PHIL 343']"", ""['NURS 468']"", ""['ENGH 201']"", ""['NURS 757', 'NURS 758']"", ""['BIOL 318', 'EVPP 318']"", ""['CS 330']"", ""['EDRD 630']"", ""['SPMT 304']"", ""['EDSE 115', 'EDSE 515']"", ""['PUAD 664']"", ""['CULT 320']""]",,,,
36,97809412,STANDARDS FOR EDUCATIONAL+PSYCH.TESTING,AM.EDUC.RESRCH,"[""['EDRS 630']"", ""['EDSE 624']"", ""['CHEM 445']"", ""['PHIL 253']"", ""['EDCI 552']""]",,,,
37,97815812,AIGA PROFESS.PRACT.IN GRAPHIC DESIGN,AM.INST.GRAPH.,"[""['AVT 413', 'AVT 519']"", ""['EDSE 662', 'EDUC 592']"", ""['NCLC 337']"", ""['THR 310']"", ""['NCLC 475']"", ""['PRLS 327']"", ""['CULT 320']"", ""['TCOM 515']"", ""['ENGH 412']"", ""['SYST 611']"", ""['COMM 300']"", ""['HNRS 230']"", ""['EVPP 336']"", ""['GCH 320']"", ""['CONF 210']"", ""['COMM 390']"", ""['EDSE 116', 'EDSE 516']"", ""['CTCH 644']"", ""['MUSI 396']"", ""['ECON 309', 'ECON 496', 'ECON 827']"", ""['DANC 410']"", ""['PHYS 307']"", ""['TCOM 521']"", ""['EDUC 878']"", ""['GOVT 319', 'WMST 450', 'WMST 550']"", ""['PHED 183']"", ""['EDSE 115', 'EDSE 515']"", ""['GOVT 540']""]",,,,
38,97814312,PUBL.MAN.OF AM.PSYCH.ASSOC.(2ND+PRTG),AM.PSYCH.ASSN.,"[""['ECED 406', 'ECED 506', 'EDCD 601', 'EDCD 602', 'EDCI 516', 'EDCI 776', 'EDLE 620', 'EDLE 690', 'EDRS 810', 'EDRS 821', 'EDSE 402', 'EDSE 501', 'EDSE 503', 'EDSE 590', 'EDSE 623', 'EDUC 537', 'EDUC 615', 'HHS 818', 'NURS 457', 'NURS 465', 'NURS 665', 'NURS 749', 'NURS 757', 'NURS 758', 'PSYC 301', 'SOCW 624']"", ""['ECON 103']"", ""['ECON 871']"", ""['CHEM 321']"", ""['FREN 110', 'FREN 115', 'FREN 210']"", ""['ASTR 103', 'BIOL 311', 'CHEM 211', 'CHEM 314', 'CRIM 100']"", ""['ECED 401', 'ECED 501']"", ""['BIOL 484']"", ""['ECON 311']"", ""['PSYC 313']"", ""['CHEM 464', 'CHEM 564']"", ""['BIOL 483', 'BIOL 583', 'CHEM 463', 'CHEM 464', 'CHEM 564']"", ""['PSYC 652']"", ""['BIOL 452']"", ""['CFRS 772']"", ""['BIOL 213', 'BIOL 308', 'BIOL 310', 'EVPP 210', 'EVPP 301']"", ""['HAP 445']""]",,,,
39,97815612,PUBLICATION MANUAL OF AM.PSYCH.ASSOC.,AM.PSYCH.ASSN.,"[""['EDPD 501']"", ""['CONF 330', 'CONF 399']"", ""['COMM 634', 'COMM 690', 'COMM 890']"", ""['EDCD 797']"", ""['ENGH 305']"", ""['ENGH 202']"", ""['ENGH 399']"", ""['THR 482']"", ""['ENGH 397']"", ""['EDRS 827']"", ""['SRST 200']"", ""['THR 381', 'THR 480']"", ""['PRLS 183']"", ""['RELI 341']"", ""['SOCW 678']"", ""['ATEP 270']"", ""['ENGH 201']"", ""['CULT 860']"", ""['EDSE 624']"", ""['ENGH 685']"", ""['HIST 620']"", ""['ENGH 310']"", ""['PRLS 120']"", ""['RHBS 375']"", ""['CULT 860', 'ENGH 201']"", ""['AIT 665']"", ""['BIOL 301']"", ""['SOCI 412']"", ""['BIOL 405']"", ""['SOCI 860']"", ""['ENGH 310', 'ENGH 397', 'ENGH 494']"", ""['SRST 598']"", ""['CRIM 495']"", ""['SOCI 614']""]",,,,
40,9780912,ESSENTIALS OF RIVER KAYAKING,AMERICAN CANOE,"[""['PRLS 170']"", ""['GCH 450']"", ""['MATH 625']""]",,,,
41,97813112,"RACE,CLASS+GENDER",ANDERSEN,"[""['GOVT 414']"", ""['BUS 210', 'BUS 310', 'OM 210']"", ""['SOCI 303']"", ""['MIS 301', 'MIS 303']"", ""['NCLC 316']"", ""['CRIM 402']"", ""['CRIM 100']"", ""['PSYC 100']"", ""['EDCD 602']"", ""['HEAL 325']"", ""['CRIM 424']"", ""['AE 020']"", ""['PHIL 100']"", ""['PSYC 372']"", ""['FNAN 311']"", ""['MATH 321']"", ""['PSYC 317']"", ""['HEAL 110']"", ""['COMM 354']"", ""['SOCW 687']"", ""['ACCT 203']"", ""['CRIM 422']"", ""['NCLC 317']"", ""['GCH 335']"", ""['ACCT 301', 'ACCT 330', 'BMGT 613']"", ""['GOVT 368']"", ""['BULE 302', 'BULE 303']"", ""['MBUS 305']"", ""['MBA 706']"", ""['AIT 622']"", ""['SOCW 671']"", ""['SOCW 200']"", ""['ACCT 332']"", ""['ACCT 331']"", ""['MKTG 333']"", ""['NCLC 345']"", ""['ENGH 400']""]",,,,
42,97811312,ACTIVE SKILLS FOR READING:BOOK 1,ANDERSON,"[""['AE 030']"", ""['AE 040']"", ""['AE 050']"", ""['AE 060']"", ""['AE 020']"", ""['BUS 210', 'BUS 310', 'OM 210']"", ""['HEAL 220', 'HEAL 230']"", ""['MKTG 351']"", ""['NUTR 422']"", ""['IT 314']"", ""['AE 041']"", ""['AE 051']"", ""['AE 061']"", ""['HEAL 325']"", ""['ECED 405', 'ECED 505']"", ""['MATH 321']"", ""['HDFS 250']"", ""['PSYC 309']"", ""['CRIM 782', 'EDRS 620']"", ""['NUTR 644']"", ""['PSYC 615']"", ""['COMM 332']"", ""['AE 071']"", ""['MGMT 321', 'MGMT 421']"", ""['MBUS 305']"", ""['ECE 548']"", ""['KINE 320', 'NUTR 295']"", ""['KINE 320']"", ""['FREN 250']""]",,,,
43,97818412,IMAGINED COMMUNITIES,ANDERSON,"[""['GOVT 741']"", ""['SOCI 712']"", ""['GOVT 331', 'RELI 320']"", ""['CULT 804']"", ""['HNRS 240']"", ""['HIST 387']"", ""['SPAN 551']""]",,,,
44,97809912,OPERATING SYSTEMS,ANDERSON,"[""['CS 471', 'CS 571']"", ""['ENGH 497', 'ENGH 608']"", ""['ECE 699']"", ""['EDCD 791']"", ""['ENGH 375', 'ENGH 507']"", ""['SYST 221']"", ""['PRLS 210']"", ""['HNRS 230']"", ""['THR 450', 'THR 550']"", ""['MBA 662']"", ""['EVPP 110', 'EVPP 111']""]",,,,
45,97804512,CLASSIC AMERICAN AUTOBIOGRAPHIES,ANDREWS,"[""['HNRS 130']"", ""['HAP 310']"", ""['ENGH 204']"", ""['CONF 399', 'WMST 300']"", ""['ENGH 343']"", ""['MUSI 301']"", ""['HNRS 122']"", ""['HIST 272']"", ""['AE 030']"", ""['GGS 316']"", ""['HNRS 230']"", ""['ENGH 343', 'HNRS 122']"", ""['ENGH 650']"", ""['GOVT 414']"", ""['ECON 309']"", ""['CRIM 495']"", ""['PHIL 253']"", ""['HIST 535', 'HIST 615', 'HIST 635']""]",,,,
46,97804212,"NONPROFIT ORGANIZATIONS THEORY,MGMT.+..",ANHEIER,"[""['PUAD 505']"", ""['GOVT 327']"", ""['ENGH 318']"", ""['EDSE 464', 'EDSE 664']"", ""['EDSE 664']"", ""['HIST 322']"", ""['HNRS 131', 'HNRS 230']"", ""['ARTH 303', 'HIST 388']"", ""['ECON 380']"", ""['HDFS 401']"", ""['ECON 460', 'GOVT 469', 'PHIL 460']"", ""['FAVS 331', 'FAVS 599']"", ""['CEIE 457', 'CEIE 690']"", ""['SOCI 614']"", ""['ANTH 376', 'ANTH 699']"", ""['EDIT 803']"", ""['ECON 385']"", ""['TOUR 190']"", ""['CONF 210']"", ""['ARTH 394', 'ARTH 594']"", ""['PHIL 343']"", ""['PHIL 721']"", ""['ECON 816']"", ""['LING 582']"", ""['FAVS 352']"", ""['EDUC 542']"", ""['NCLC 436', 'NCLC 595']"", ""['HIST 635']"", ""['GOVT 313']"", ""['ENGH 610', 'ENGH 615']"", ""['EDIT 730']"", ""['HDFS 200']"", ""['PUAD 703']"", ""['CONF 399']"", ""['EDCI 567']"", ""['EDRS 811']"", ""['EDRS 822']"", ""['GOVT 345']"", ""['CTCH 810']"", ""['EDRS 797']"", ""['SPMT 455']"", ""['WMST 330']"", ""['EDCI 516']"", ""['PSYC 340']"", ""['COMM 432']"", ""['ECED 402']"", ""['ECON 496']"", ""['EDUC 422', 'EDUC 522']"", ""['EDLE 612']"", ""['ECED 402', 'ECED 502']"", ""['EDUC 303']"", ""['COMM 716']"", ""['CTCH 792', 'HIST 535']"", ""['HIST 387']"", ""['EDIT 767']"", ""['EDUC 870']"", ""['THR 496']"", ""['HNRS 353']"", ""['EDCD 608']"", ""['MUSI 116']"", ""['ECON 881']"", ""['FRLN 385']""]",,,,
47,97803712,"FIVE PLAYS,V.1",ANOUILH,"[""['THR 496']"", ""['ENGH 201']"", ""['ENGH 310']"", ""['ENGH 608']"", ""['GCH 320']"", ""['ENGH 399']"", ""['CULT 860']"", ""['ECON 812']"", ""['HNRS 131']"", ""['HNRS 122']"", ""['CONF 310']"", ""['HIST 535', 'HIST 615', 'HIST 635']""]",,,,
48,97811212,FAMILY PROBLEMS,ARDITTI,"[""['HDFS 300']"", ""['EDUC 537']"", ""['OR 750', 'SYST 461', 'SYST 660']"", ""['EDLE 620', 'NCLC 375']"", ""['EVPP 641', 'GCH 360']"", ""['EVPP 641']"", ""['GGS 101']"", ""['GGS 102']"", ""['MATH 214']"", ""['ECON 306']"", ""['HIST 300']"", ""['SYST 210']"", ""['ME 313']"", ""['EDIT 611']"", ""['SWE 632']"", ""['CEIE 203']"", ""['MIS 330']"", ""['INFS 622']"", ""['AVT 217', 'AVT 415']"", ""['ECON 871']"", ""['INFS 515']"", ""['CEIE 620']"", ""['PSYC 703']"", ""['OR 649']"", ""['NURS 688']"", ""['PRLS 533']"", ""['PUAD 659']"", ""['IT 106', 'IT 196', 'IT 206']"", ""['PSYC 462']"", ""['EDCD 656']"", ""['NCLC 431']"", ""['FM 224', 'SYST 530']"", ""['CHEM 313']"", ""['CHEM 314']"", ""['NCLC 375']"", ""['MATH 314']"", ""['PSYC 325']"", ""['PSYC 333']"", ""['GEOL 102']"", ""['CFRS 775', 'CFRS 780']"", ""['GGS 412']"", ""['MATH 414']"", ""['GGS 311']"", ""['CEIE 360']"", ""['HAP 713']"", ""['PSYC 461', 'PSYC 592']"", ""['EDLE 618']"", ""['PUAD 631']"", ""['MGMT 301']"", ""['SYST 371']"", ""['HIST 388']"", ""['MIS 411']"", ""['ECE 499']"", ""['STAT 344']"", ""['STAT 344', 'STAT 354']"", ""['STAT 354']"", ""['NCLC 395']"", ""['EDIT 705']"", ""['HIST 697']"", ""['HIST 691']"", ""['OR 531']"", ""['SYST 469']"", ""['PUAD 670']"", ""['MBUS 302']"", ""['GOVT 490', 'PUAD 520']"", ""['GLOA 600']"", ""['GAME 210']"", ""['STAT 560', 'STAT 760']"", ""['FNAN 440']"", ""['CS 471']"", ""['PSYC 669']"", ""['CHEM 313', 'CHEM 314']"", ""['BENG 322', 'IT 322']"", ""['EDCD 660']"", ""['PSYC 211']"", ""['CS 306']"", ""['PROV 301']"", ""['EDIT 706']"", ""['ME 151']"", ""['TOUR 200']"", ""['CHEM 641']"", ""['AVT 414', 'AVT 614']"", ""['PSYC 300']"", ""['CFRS 770']""]",,,,
49,97801412,EICHMANN IN JERUSALEM,ARENDT,"[""['HIST 388']"", ""['PHIL 253']"", ""['OM 435', 'OR 335', 'SYST 335']"", ""['GCH 320']"", ""['HNRS 130']"", ""['ENGH 325']"", ""['ENGH 355']"", ""['ENGH 202']"", ""['GOVT 490']"", ""['ENGH 455']"", ""['SRST 200']"", ""['EDCI 520']"", ""['ENGH 343']"", ""['MATH 325']"", ""['EDAT 410', 'EDAT 510']"", ""['HIST 304']"", ""['ENGH 305']"", ""['PSYC 631']"", ""['TCOM 535']"", ""['SPAN 390']"", ""['RELI 235']"", ""['ENGH 201', 'ENGH 355']"", ""['EVPP 336']"", ""['ECON 360', 'GOVT 467']"", ""['ECED 601']"", ""['GBUS 540']"", ""['CONF 310']"", ""['SPMT 420']"", ""['ENGH 497', 'ENGH 513']"", ""['ENGH 421', 'ENGH 625']"", ""['ENGH 397']"", ""['EDUC 800']"", ""['ENGH 400']"", ""['HIST 387', 'HIST 389']"", ""['HIST 643']"", ""['NCLC 322']"", ""['ARTH 344']"", ""['EDCI 510']"", ""['CEIE 240']"", ""['HIST 615']"", ""['ENGH 618']"", ""['ENGH 432', 'ENGH 645']"", ""['FRLN 331']"", ""['PSYC 652']"", ""['PHIL 336']"", ""['EDLE 636']"", ""['HNRS 230']"", ""['GOVT 444']"", ""['BIOL 435', 'GEOL 312']"", ""['GOVT 467']"", ""['CEIE 526']"", ""['CS 225', 'GAME 230']"", ""['ENGH 201']"", ""['ANTH 536']"", ""['EDRD 610']"", ""['PHIL 391']"", ""['ECE 421', 'SYST 421']"", ""['ECE 320']"", ""['CRIM 409']"", ""['ENGH 302']"", ""['GCH 804', 'NURS 757', 'NURS 758', 'NURS 930']"", ""['ANTH 376', 'ANTH 699', 'HNRS 230']"", ""['EDSE 440', 'EDSE 540']"", ""['CS 580', 'CS 687']"", ""['WMST 100']"", ""['EDSE 544']"", ""['GOVT 322']"", ""['ECON 345']"", ""['RELI 317']"", ""['EDRD 634']"", ""['TOUR 450']"", ""['ENGH 650']""]",,,,
50,97802112,ADOLESCENCE+EMERGING ADULTHOOD,ARNETT,"[""['PSYC 314']"", ""['ENGH 101']"", ""['LING 307', 'LING 522']"", ""['PSYC 325']"", ""['PSYC 211']"", ""['EDUC 302']"", ""['EDCD 525']"", ""['ECED 511']"", ""['RELI 211']"", ""['FAVS 225']"", ""['SOCW 652']"", ""['ENGH 202']"", ""['HEAL 220']"", ""['PSYC 301']"", ""['PSYC 466']"", ""['SOCW 658']"", ""['HIST 100']"", ""['COMM 400']"", ""['COMM 430']"", ""['GCH 804']"", ""['GOVT 132']"", ""['GERM 110', 'GERM 210']"", ""['MUSI 107']"", ""['EDCI 519']"", ""['PSYC 362']"", ""['SOCI 101']"", ""['PORT 110', 'PORT 210']"", ""['PSYC 418', 'PSYC 518']"", ""['ARTH 350']"", ""['HDFS 300']"", ""['ANTH 114']"", ""['EDSE 629']"", ""['SOCW 380']"", ""['MUSI 103']"", ""['GOVT 322']"", ""['PSYC 372']"", ""['CHEM 313', 'CHEM 314']"", ""['PSYC 320']"", ""['SOCW 630']"", ""['GLOA 720']"", ""['PUAD 502']"", ""['EDUC 887']"", ""['ARTH 200']"", ""['ARTH 201']"", ""['ECON 309', 'HNRS 353']"", ""['NURS 805', 'PSYC 756']"", ""['SOCW 358']"", ""['ENGH 101', 'ENGH 302']"", ""['THR 101']"", ""['SOCW 390']"", ""['COMM 210']"", ""['COMM 204', 'COMM 330']""]",,,,
51,97802512,AMERICAN CONFLUENCE,ARON,"[""['HIST 620']"", ""['ENGH 591']"", ""['HIST 499']"", ""['SRST 200']"", ""['WMST 330']"", ""['HIST 389']"", ""['GOVT 744']"", ""['ENGH 681']""]",,,,
52,97819312,ASCA NATIONAL MODEL:FRAMEWORK...,ASCA,"[""['EDCD 755', 'EDCD 791']"", ""['EDCI 684']"", ""['EDIT 752']"", ""['EDCI 472', 'EDCI 672']"", ""['ECED 514']"", ""['CONF 310']"", ""['HIST 691']"", ""['EDPD 504']"", ""['EVPP 336']"", ""['EDUC 845']"", ""['THR 482']"", ""['SPMT 455']"", ""['RELI 317']"", ""['ECED 404', 'ECED 504']"", ""['SWE 437']"", ""['PLGL 101', 'PLGL 104', 'PLGL 400']"", ""['EDCI 473', 'EDCI 573']"", ""['SYST 495']"", ""['ENGH 685']"", ""['JAPA 340']"", ""['ECON 360']"", ""['ECON 362']"", ""['ECON 403']"", ""['ECON 310']"", ""['ENGH 497', 'ENGH 608']"", ""['NEUR 461', 'PSYC 461', 'PSYC 592']"", ""['ENGH 608']"", ""['EDCD 611']"", ""['EDCI 519']""]",,,,
53,97809212,ASSOC.PR.STYLEBOOK+BRIEFING ON...2015,ASSOC.PRESS,"[""['COMM 351', 'COMM 370', 'COMM 391']"", ""['PSYC 373']"", ""['DANC 391']"", ""['EDCD 660']"", ""['EDSE 116', 'EDSE 516']"", ""['ENGH 201']"", ""['ARTH 350']""]",,,,
54,97807512,WAR+EMPIRE,ATWOOD,"[""['NCLC 422']"", ""['GOVT 490']"", ""['HNRS 130']"", ""['HNRS 353']"", ""['SOCI 614']"", ""['PHYS 711']"", ""['CRIM 460']"", ""['CONF 340']"", ""['COMM 720']"", ""['GOVT 641']"", ""['GOVT 745']""]",,,,
55,97818812,HANDBOOK OF APPLIES BEHAVIOR ANALYSIS,AUSTIN,"[""['EDSE 624']"", ""['GOVT 322', 'GOVT 342']"", ""['ENGH 310']"", ""['EDSE 418', 'EDSE 518']"", ""['COMM 798']"", ""['MGMT 461']"", ""['AE 072']"", ""['TOUR 311']""]",,,,
56,97815712,THERAPEUTIC RECREATION:PROC.+TECH.,AUSTIN,"[""['PRLS 417']"", ""['EDCI 556']"", ""['GGS 560']"", ""['EDCI 479', 'EDCI 669']"", ""['EDSE 503']"", ""['HAP 621']"", ""['SOCI 712']"", ""['HAP 707']"", ""['HAP 702']"", ""['EDLE 612']"", ""['RELI 320']"", ""['PSYC 462']"", ""['FM 226']"", ""['PHED 145']"", ""['PRLS 610']"", ""['SPMT 440']"", ""['HAP 442']"", ""['CS 531']"", ""['AVT 215']"", ""['HAP 417']"", ""['NCLC 361']"", ""['HAP 395']"", ""['HIST 387']"", ""['HNRS 130']"", ""['MUSI 491']"", ""['PRLS 450', 'SRST 450']"", ""['PRLS 310']"", ""['PRLS 210']"", ""['PRLS 405']"", ""['AVT 413', 'AVT 519']"", ""['CS 351']"", ""['HAP 312']"", ""['ENGH 201']"", ""['HAP 430']"", ""['HIST 610']"", ""['EDRD 419', 'EDRD 619']"", ""['NUTR 466', 'NUTR 566']"", ""['THR 482']"", ""['THR 450', 'THR 550']""]",,,,
57,9781412,"WONDER WOMAN,VOL.1:BLOOD",AZZARELLO,"[""['ENGH 202']"", ""['ITAL 325']"", ""['HNRS 230']"", ""['THR 352']"", ""['ENGH 202', 'ENGH 497', 'ENGH 513']"", ""['COMM 430', 'ENGH 302', 'EVPP 490', 'EVPP 505']"", ""['ENGH 201']"", ""['EDUC 542', 'EDUC 887']"", ""['AVT 407', 'AVT 507']"", ""['SOCW 678']"", ""['ENGH 201', 'ENGH 204', 'ENGH 419', 'HNRS 130']"", ""['ENGH 355', 'HNRS 130']"", ""['HNRS 353']"", ""['ANTH 536']"", ""['CULT 320']"", ""['MUSI 477']"", ""['ENGH 302', 'GCH 376', 'PHIL 309']"", ""['HIST 358']""]",,,,
58,97804912,HARMONIZED CHORALES FOR KEYBOARD,BACH,"[""['MUSI 116']"", ""['HNRS 353']"", ""['ENGH 201']"", ""['ECE 728']"", ""['GOVT 744']"", ""['OR 674', 'SYST 674']"", ""['SOCI 101']"", ""['THR 345']"", ""['HNRS 130']"", ""['PHIL 253']"", ""['ENGH 526']"", ""['AVT 307']"", ""['ENGH 343']"", ""['ENGH 346']""]",,,,
59,97814812,FUND.OF RESEARCH IN CRIMINOLOGY...,BACHMAN,"[""['CRIM 315']"", ""['GOVT 300']"", ""['GCH 645']"", ""['PHIL 336']"", ""['CRIM 312']"", ""['INFS 774']"", ""['GCH 335']"", ""['COMM 433']"", ""['CS 325']"", ""['ENGH 202']"", ""['ECED 404', 'ECED 504']"", ""['COMM 380']"", ""['SOCW 375']"", ""['GOVT 351']"", ""['ANTH 114']"", ""['SOCW 390']"", ""['EDUC 872']"", ""['CRIM 310', 'CRIM 312', 'GOVT 444']"", ""['GGS 704']"", ""['CULT 860']"", ""['CONF 345']"", ""['ENGH 204']"", ""['CTCH 810']"", ""['PSYC 321']"", ""['GOVT 490']"", ""['EDRS 812']"", ""['PUAD 502']"", ""['SPMT 480', 'SRST 598']"", ""['EVPP 361', 'GOVT 361']""]",,,,
60,9780612,BEYOND THE ANSWER SHEET,BADKE,"[""['PROV 501', 'PROV 502', 'PROV 504']"", ""['ISA 673']"", ""['SWE 645']"", ""['NCLC 455']""]",,,,
61,97818512,FOUND.OF BILINGUAL EDUC.+BILINGUALISM,BAKER,"[""['EDCI 516']"", ""['GOVT 313']"", ""['SYST 510']"", ""['HIST 387']"", ""['HNRS 130']"", ""['EDRS 830']"", ""['RELI 272']""]",,,,
62,97803512,GIOVANNI'S ROOM,BALDWIN,"[""['ENGH 201']"", ""['HNRS 122']"", ""['ENGH 201', 'ENGH 202']"", ""['NCLC 395']"", ""['RELI 235']"", ""['ENGH 497', 'ENGH 513']"", ""['COMM 615']"", ""['HIST 373']"", ""['HIST 336']""]",,,,
63,97812612,M:INFORMATION SYSTEMS-W/CONNECTPLUS,BALTZAN,"[""['MBUS 302']"", ""['MBUS 301']"", ""['MATH 272']"", ""['MGMT 412']"", ""['ACCT 433', 'ACCT 630']"", ""['MBUS 300']"", ""['ACCT 303']"", ""['MBUS 303']"", ""['MKTG 301', 'MKTG 303']"", ""['ACCT 203']"", ""['FNAN 300']"", ""['MGMT 303']"", ""['MGMT 313']"", ""['OM 493']"", ""['ACCT 330']"", ""['ACCT 301', 'ACCT 330', 'BMGT 613']"", ""['ACCT 301', 'BMGT 613']"", ""['ACCT 461', 'ACCT 561']"", ""['MIS 102']"", ""['MATH 106']"", ""['EDEP 632']"", ""['SOCI 101']"", ""['CHEM 211']"", ""['CHEM 212']"", ""['CHEM 211', 'CHEM 212']"", ""['ACCT 331', 'ACCT 332']"", ""['ACCT 351']""]",,,,
64,97806712,COLLISION 2012,BALZ,"[""['COMM 412', 'GOVT 412']"", ""['HIST 328']"", ""['HIST 615']"", ""['SOCI 712']"", ""['ECON 823']"", ""['EDUC 800']"", ""['HIST 100', 'HIST 387', 'HIST 535', 'HIST 610', 'HIST 615', 'HIST 635']"", ""['SOCW 645']"", ""['HIST 623']"", ""['HIST 643']"", ""['HIST 620']"", ""['GOVT 741']"", ""['GOVT 540']"", ""['GOVT 322']"", ""['HNRS 353']"", ""['GOVT 319', 'HIST 389', 'SOCI 395', 'WMST 307']"", ""['HIST 388']"", ""['GOVT 490']"", ""['GOVT 510']"", ""['ECED 402', 'ECED 502']"", ""['SOCI 660', 'SOCI 860']"", ""['GOVT 467']"", ""['CULT 804']"", ""['GLOA 610']"", ""['ECON 496', 'ECON 827']"", ""['TCOM 690']"", ""['HIST 329']"", ""['ENGH 201']"", ""['ECON 840']"", ""['CRIM 460']"", ""['HIST 387', 'HIST 535', 'HIST 615', 'HIST 635']"", ""['HIST 711']"", ""['ANTH 114']"", ""['EDEP 821']"", ""['ENGH 333']""]",,,,
65,97814112,CRIMINAL JUSTICE ETHICS,BANKS,"[""['CRIM 306']"", ""['EDLE 690']"", ""['ENGH 591']"", ""['BIOD 790']"", ""['HIST 358']"", ""['SPAN 390']"", ""['GLOA 101', 'NCLC 303']"", ""['EDCD 628']"", ""['AE 060']"", ""['MGMT 441']"", ""['HIST 499']"", ""['COMM 725', 'NURS 920']"", ""['EDUC 878']"", ""['EDSE 846']"", ""['EDCD 755', 'EDCD 791']"", ""['AE 040']"", ""['SOCI 311']"", ""['ARTH 320']"", ""['EDCI 516']"", ""['EDRS 830']"", ""['EDCI 684']"", ""['NEUR 411']"", ""['OR 671', 'SYST 671']"", ""['BIOL 480', 'EVPP 536']"", ""['SOCW 624']"", ""['PSYC 612']"", ""['EDCD 603']"", ""['EDLE 636']"", ""['EDRS 797']"", ""['NCLC 375']"", ""['EDCI 666']"", ""['EDRS 812']"", ""['EDRS 821']"", ""['EDRS 822', 'EDRS 826']"", ""['EDUC 887']"", ""['ECON 412']"", ""['EDLE 803']"", ""['CONF 490']"", ""['EDCI 702', 'EDUC 675']"", ""['AE 030']"", ""['AE 020']"", ""['COMM 401']"", ""['ECED 503']"", ""['IT 105']"", ""['EVPP 677']"", ""['AE 050']"", ""['CLAS 390']"", ""['ENGH 526']"", ""['EDLE 791']""]",,,,
